Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Track,Year
0 days 01:44:10.719000,ALB,23,0 days 00:01:35.567000,24,2,,,0 days 00:00:35.643000,0 days 00:00:29.962000,0 days 00:00:29.962000,0 days 01:43:10.753000,0 days 01:43:40.715000,0 days 01:44:10.677000,290,322,313,333,TRUE,HARD,7,TRUE,Williams,0 days 01:42:35.152000,43:35.2,1,13,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:06:12.108000,ZHO,24,0 days 00:01:36.615000,2,1,,,0 days 00:00:35.883000,0 days 00:00:30.280000,0 days 00:00:30.452000,0 days 01:05:11.357000,0 days 01:05:41.637000,0 days 01:06:12.089000,279,297,290,304,TRUE,MEDIUM,2,TRUE,Alfa Romeo,0 days 01:04:35.493000,05:35.6,1,10,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:07:48.368000,ZHO,24,0 days 00:01:36.260000,3,1,,,0 days 00:00:35.622000,0 days 00:00:30.344000,0 days 00:00:30.294000,0 days 01:06:47.711000,0 days 01:07:18.055000,0 days 01:07:48.349000,281,314,292,306,TRUE,MEDIUM,3,TRUE,Alfa Romeo,0 days 01:06:12.108000,07:12.2,1,10,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:12:36.969000,ZHO,24,0 days 00:01:35.928000,6,1,,,0 days 00:00:35.515000,0 days 00:00:30.277000,0 days 00:00:30.136000,0 days 01:11:36.537000,0 days 01:12:06.814000,0 days 01:12:36.950000,283,303,290,309,TRUE,MEDIUM,6,TRUE,Alfa Romeo,0 days 01:11:01.041000,12:01.1,1,10,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:24:13.697000,ZHO,24,0 days 00:01:35.263000,13,2,,,0 days 00:00:34.978000,0 days 00:00:30.002000,0 days 00:00:30.283000,0 days 01:23:13.393000,0 days 01:23:43.395000,0 days 01:24:13.678000,281,298,290,303,TRUE,HARD,2,TRUE,Alfa Romeo,0 days 01:22:38.434000,23:38.5,1,16,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:52:10.492000,ZHO,24,0 days 00:01:34.811000,29,3,,,0 days 00:00:35.246000,0 days 00:00:29.840000,0 days 00:00:29.725000,0 days 01:51:10.908000,0 days 01:51:40.748000,0 days 01:52:10.473000,,315,303,319,TRUE,MEDIUM,11,TRUE,Alfa Romeo,0 days 01:50:35.681000,51:35.8,1,14,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:08:03.399000,ZHO,24,0 days 00:01:34.646000,39,3,,,0 days 00:00:34.718000,0 days 00:00:29.924000,0 days 00:00:30.004000,0 days 02:07:03.452000,0 days 02:07:33.376000,0 days 02:08:03.380000,280,293,287,299,TRUE,MEDIUM,21,TRUE,Alfa Romeo,0 days 02:06:28.753000,07:28.8,1,13,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:11:12.526000,ZHO,24,0 days 00:01:34.363000,41,3,,,0 days 00:00:34.607000,0 days 00:00:29.767000,0 days 00:00:29.989000,0 days 02:10:12.751000,0 days 02:10:42.518000,0 days 02:11:12.507000,284,296,290,302,TRUE,MEDIUM,23,TRUE,Alfa Romeo,0 days 02:09:38.163000,10:38.2,1,13,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:20:39.746000,ZHO,24,0 days 00:01:34.180000,47,3,,,0 days 00:00:34.556000,0 days 00:00:29.679000,0 days 00:00:29.945000,0 days 02:19:40.103000,0 days 02:20:09.782000,0 days 02:20:39.727000,284,295,291,302,TRUE,MEDIUM,29,TRUE,Alfa Romeo,0 days 02:19:05.566000,20:05.7,1,13,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:22:13.884000,ZHO,24,0 days 00:01:34.138000,48,3,,,0 days 00:00:34.551000,0 days 00:00:29.714000,0 days 00:00:29.873000,0 days 02:21:14.278000,0 days 02:21:43.992000,0 days 02:22:13.865000,285,297,291,305,TRUE,MEDIUM,30,TRUE,Alfa Romeo,0 days 02:20:39.746000,21:39.8,1,13,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:23:47.778000,ZHO,24,0 days 00:01:33.894000,49,3,,,0 days 00:00:34.426000,0 days 00:00:29.505000,0 days 00:00:29.963000,0 days 02:22:48.291000,0 days 02:23:17.796000,0 days 02:23:47.759000,,299,289,306,TRUE,MEDIUM,31,TRUE,Alfa Romeo,0 days 02:22:13.884000,23:14.0,1,13,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:06:13.352000,HUL,27,0 days 00:01:37.670000,2,1,,,0 days 00:00:36.720000,0 days 00:00:30.490000,0 days 00:00:30.460000,0 days 01:05:12.363000,0 days 01:05:42.853000,0 days 01:06:13.313000,282,302,295,312,TRUE,MEDIUM,2,TRUE,Haas F1 Team,0 days 01:04:35.682000,05:35.8,1,12,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:07:49.890000,HUL,27,0 days 00:01:36.538000,3,1,,,0 days 00:00:36.116000,0 days 00:00:30.193000,0 days 00:00:30.229000,0 days 01:06:49.429000,0 days 01:07:19.622000,0 days 01:07:49.851000,,318,307,336,TRUE,MEDIUM,3,TRUE,Haas F1 Team,0 days 01:06:13.352000,07:13.4,1,12,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:12:40.331000,HUL,27,0 days 00:01:36.095000,6,1,,,0 days 00:00:35.658000,0 days 00:00:30.257000,0 days 00:00:30.180000,0 days 01:11:39.855000,0 days 01:12:10.112000,0 days 01:12:40.292000,284,305,294,310,TRUE,MEDIUM,6,TRUE,Haas F1 Team,0 days 01:11:04.236000,12:04.3,1,12,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:24:14.201000,HUL,27,0 days 00:01:35.892000,13,2,,,0 days 00:00:35.946000,0 days 00:00:29.984000,0 days 00:00:29.962000,0 days 01:23:14.216000,0 days 01:23:44.200000,0 days 01:24:14.162000,283,314,306,322,TRUE,HARD,2,TRUE,Haas F1 Team,0 days 01:22:38.309000,23:38.4,1,17,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:42:34.454000,HUL,27,0 days 00:01:35.533000,23,2,,,0 days 00:00:35.998000,0 days 00:00:29.791000,0 days 00:00:29.744000,0 days 01:41:34.880000,0 days 01:42:04.671000,0 days 01:42:34.415000,,322,314,334,TRUE,HARD,12,TRUE,Haas F1 Team,0 days 01:40:58.921000,41:59.0,1,12,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:52:09.204000,HUL,27,0 days 00:01:35.176000,29,2,,,0 days 00:00:35.171000,0 days 00:00:29.875000,0 days 00:00:30.130000,0 days 01:51:09.160000,0 days 01:51:39.035000,0 days 01:52:09.165000,286,306,296,313,TRUE,HARD,18,TRUE,Haas F1 Team,0 days 01:50:34.028000,51:34.1,1,12,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:55:20.505000,HUL,27,0 days 00:01:35.038000,31,2,,,0 days 00:00:35.077000,0 days 00:00:29.805000,0 days 00:00:30.156000,0 days 01:54:20.505000,0 days 01:54:50.310000,0 days 01:55:20.466000,285,302,298,306,TRUE,HARD,20,TRUE,Haas F1 Team,0 days 01:53:45.467000,54:45.6,1,12,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:58:30.901000,HUL,27,0 days 00:01:35.028000,33,2,,,0 days 00:00:35.177000,0 days 00:00:29.928000,0 days 00:00:29.923000,0 days 01:57:31.011000,0 days 01:58:00.939000,0 days 01:58:30.862000,,299,297,307,TRUE,HARD,22,TRUE,Haas F1 Team,0 days 01:56:55.873000,57:56.0,1,12,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:01:41.392000,HUL,27,0 days 00:01:35.013000,35,2,,,0 days 00:00:35.078000,0 days 00:00:29.980000,0 days 00:00:29.955000,0 days 02:00:41.418000,0 days 02:01:11.398000,0 days 02:01:41.353000,282,298,295,302,TRUE,HARD,24,TRUE,Haas F1 Team,0 days 02:00:06.379000,01:06.5,1,12,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:03:16.349000,HUL,27,0 days 00:01:34.957000,36,2,,,0 days 00:00:34.969000,0 days 00:00:29.914000,0 days 00:00:30.074000,0 days 02:02:16.322000,0 days 02:02:46.236000,0 days 02:03:16.310000,283,299,294,305,TRUE,HARD,25,TRUE,Haas F1 Team,0 days 02:01:41.392000,02:41.5,1,12,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:04:51.158000,HUL,27,0 days 00:01:34.809000,37,2,,,0 days 00:00:34.941000,0 days 00:00:29.859000,0 days 00:00:30.009000,0 days 02:03:51.251000,0 days 02:04:21.110000,0 days 02:04:51.119000,284,298,296,304,TRUE,HARD,26,TRUE,Haas F1 Team,0 days 02:03:16.349000,04:16.4,1,12,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:06:25.188000,HUL,27,0 days 00:01:34.030000,38,2,,,0 days 00:00:34.547000,0 days 00:00:29.644000,0 days 00:00:29.839000,0 days 02:05:25.666000,0 days 02:05:55.310000,0 days 02:06:25.149000,287,303,297,309,TRUE,HARD,27,TRUE,Haas F1 Team,0 days 02:04:51.158000,05:51.2,1,12,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:22:08.525000,HUL,27,0 days 00:01:34.026000,48,2,,,0 days 00:00:34.656000,0 days 00:00:29.576000,0 days 00:00:29.794000,0 days 02:21:09.116000,0 days 02:21:38.692000,0 days 02:22:08.486000,286,302,297,308,TRUE,HARD,37,TRUE,Haas F1 Team,0 days 02:20:34.499000,21:34.6,1,12,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:25:16.411000,HUL,27,0 days 00:01:33.780000,50,2,,,0 days 00:00:34.597000,0 days 00:00:29.415000,0 days 00:00:29.768000,0 days 02:24:17.189000,0 days 02:24:46.604000,0 days 02:25:16.372000,,312,287,317,TRUE,HARD,39,TRUE,Haas F1 Team,0 days 02:23:42.631000,24:42.7,1,12,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:06:08.180000,OCO,31,0 days 00:01:37.006000,2,1,,,0 days 00:00:36.175000,0 days 00:00:30.442000,0 days 00:00:30.389000,0 days 01:05:07.321000,0 days 01:05:37.763000,0 days 01:06:08.152000,278,299,290,306,TRUE,MEDIUM,2,TRUE,Alpine,0 days 01:04:31.174000,05:31.3,1,6,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:07:44.246000,OCO,31,0 days 00:01:36.066000,3,1,,,0 days 00:00:35.611000,0 days 00:00:30.210000,0 days 00:00:30.245000,0 days 01:06:43.763000,0 days 01:07:13.973000,0 days 01:07:44.218000,279,304,291,306,TRUE,MEDIUM,3,TRUE,Alpine,0 days 01:06:08.180000,07:08.3,1,6,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:09:19.975000,OCO,31,0 days 00:01:35.729000,4,1,,,0 days 00:00:35.173000,0 days 00:00:30.333000,0 days 00:00:30.223000,0 days 01:08:19.391000,0 days 01:08:49.724000,0 days 01:09:19.947000,281,302,291,307,TRUE,MEDIUM,4,TRUE,Alpine,0 days 01:07:44.246000,08:44.3,1,6,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:42:32.327000,OCO,31,0 days 00:01:35.212000,23,2,,,0 days 00:00:35.385000,0 days 00:00:29.942000,0 days 00:00:29.885000,0 days 01:41:32.472000,0 days 01:42:02.414000,0 days 01:42:32.299000,284,319,309,316,TRUE,HARD,7,TRUE,Alpine,0 days 01:40:57.115000,41:57.2,1,9,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:44:07.209000,OCO,31,0 days 00:01:34.882000,24,2,,,0 days 00:00:34.703000,0 days 00:00:30.040000,0 days 00:00:30.139000,0 days 01:43:07.002000,0 days 01:43:37.042000,0 days 01:44:07.181000,283,300,295,303,TRUE,HARD,8,TRUE,Alpine,0 days 01:42:32.327000,43:32.4,1,8,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:47:16.949000,OCO,31,0 days 00:01:34.609000,26,2,,,0 days 00:00:34.762000,0 days 00:00:29.881000,0 days 00:00:29.966000,0 days 01:46:17.074000,0 days 01:46:46.955000,0 days 01:47:16.921000,284,299,293,303,TRUE,HARD,10,TRUE,Alpine,0 days 01:45:42.340000,46:42.4,1,8,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:52:01.352000,OCO,31,0 days 00:01:34.582000,29,2,,,0 days 00:00:34.778000,0 days 00:00:29.928000,0 days 00:00:29.876000,0 days 01:51:01.520000,0 days 01:51:31.448000,0 days 01:52:01.324000,284,297,291,304,TRUE,HARD,13,TRUE,Alpine,0 days 01:50:26.770000,51:26.9,1,8,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:58:20.155000,OCO,31,0 days 00:01:34.394000,33,2,,,0 days 00:00:34.546000,0 days 00:00:29.890000,0 days 00:00:29.958000,0 days 01:57:20.279000,0 days 01:57:50.169000,0 days 01:58:20.127000,285,297,291,302,TRUE,HARD,17,TRUE,Alpine,0 days 01:56:45.761000,57:45.8,1,8,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:03:03.783000,OCO,31,0 days 00:01:34.286000,36,2,,,0 days 00:00:34.537000,0 days 00:00:29.797000,0 days 00:00:29.952000,0 days 02:02:04.006000,0 days 02:02:33.803000,0 days 02:03:03.755000,285,297,291,302,TRUE,HARD,20,TRUE,Alpine,0 days 02:01:29.497000,02:29.6,1,8,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:04:37.919000,OCO,31,0 days 00:01:34.136000,37,2,,,0 days 00:00:34.586000,0 days 00:00:29.772000,0 days 00:00:29.778000,0 days 02:03:38.341000,0 days 02:04:08.113000,0 days 02:04:37.891000,284,296,293,306,TRUE,HARD,21,TRUE,Alpine,0 days 02:03:03.783000,04:03.9,1,8,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:07:46.174000,OCO,31,0 days 00:01:34.039000,39,2,,,0 days 00:00:34.529000,0 days 00:00:29.735000,0 days 00:00:29.775000,0 days 02:06:46.636000,0 days 02:07:16.371000,0 days 02:07:46.146000,284,298,291,303,TRUE,HARD,23,TRUE,Alpine,0 days 02:06:12.135000,07:12.2,1,8,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:09:20,OCO,31,0 days 00:01:33.826000,40,2,,,0 days 00:00:34.400000,0 days 00:00:29.649000,0 days 00:00:29.777000,0 days 02:08:20.546000,0 days 02:08:50.195000,0 days 02:09:19.972000,,297,292,303,TRUE,HARD,24,TRUE,Alpine,0 days 02:07:46.174000,08:46.3,1,8,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:17:09.432000,OCO,31,0 days 00:01:33.815000,45,2,,,0 days 00:00:34.357000,0 days 00:00:29.638000,0 days 00:00:29.820000,0 days 02:16:09.946000,0 days 02:16:39.584000,0 days 02:17:09.404000,286,296,293,300,TRUE,HARD,29,TRUE,Alpine,0 days 02:15:35.617000,16:35.7,1,8,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:21:51.129000,OCO,31,0 days 00:01:33.723000,48,2,,,0 days 00:00:34.277000,0 days 00:00:29.678000,0 days 00:00:29.768000,0 days 02:20:51.655000,0 days 02:21:21.333000,0 days 02:21:51.101000,283,297,292,301,TRUE,HARD,32,TRUE,Alpine,0 days 02:20:17.406000,21:17.5,1,8,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:23:24.351000,OCO,31,0 days 00:01:33.222000,49,2,,,0 days 00:00:34.178000,0 days 00:00:29.490000,0 days 00:00:29.554000,0 days 02:22:25.279000,0 days 02:22:54.769000,0 days 02:23:24.323000,,296,291,311,TRUE,HARD,33,TRUE,Alpine,0 days 02:21:51.129000,22:51.2,1,8,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:10:00.483000,NOR,4,0 days 00:01:36.627000,4,2,,,0 days 00:00:36.023000,0 days 00:00:30.224000,0 days 00:00:30.380000,0 days 01:08:59.852000,0 days 01:09:30.076000,0 days 01:10:00.456000,279,297,285,299,TRUE,HARD,2,TRUE,McLaren,0 days 01:08:23.856000,09:23.9,1,20,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:11:36.412000,NOR,4,0 days 00:01:35.929000,5,2,,,0 days 00:00:35.157000,0 days 00:00:30.317000,0 days 00:00:30.455000,0 days 01:10:35.613000,0 days 01:11:05.930000,0 days 01:11:36.385000,280,296,285,296,TRUE,HARD,3,TRUE,McLaren,0 days 01:10:00.483000,11:00.6,1,20,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:14:48.146000,NOR,4,0 days 00:01:35.771000,7,2,,,0 days 00:00:35.175000,0 days 00:00:30.229000,0 days 00:00:30.367000,0 days 01:13:47.523000,0 days 01:14:17.752000,0 days 01:14:48.119000,,295,287,294,TRUE,HARD,5,TRUE,McLaren,0 days 01:13:12.375000,14:12.5,1,20,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:16:23.669000,NOR,4,0 days 00:01:35.523000,8,2,,,0 days 00:00:35.054000,0 days 00:00:30.118000,0 days 00:00:30.351000,0 days 01:15:23.173000,0 days 01:15:53.291000,0 days 01:16:23.642000,281,296,288,296,TRUE,HARD,6,TRUE,McLaren,0 days 01:14:48.146000,15:48.2,1,20,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:45:50.722000,NOR,4,0 days 00:01:35.515000,25,3,,,0 days 00:00:34.966000,0 days 00:00:30.310000,0 days 00:00:30.239000,0 days 01:44:50.146000,0 days 01:45:20.456000,0 days 01:45:50.695000,283,302,292,301,TRUE,MEDIUM,6,TRUE,McLaren,0 days 01:44:15.207000,45:15.3,1,17,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:47:26.037000,NOR,4,0 days 00:01:35.315000,26,3,,,0 days 00:00:35.187000,0 days 00:00:30.037000,0 days 00:00:30.091000,0 days 01:46:25.882000,0 days 01:46:55.919000,0 days 01:47:26.010000,285,318,306,325,TRUE,MEDIUM,7,TRUE,McLaren,0 days 01:45:50.722000,46:50.8,1,17,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:01:45.914000,NOR,4,0 days 00:01:35.261000,35,3,,,0 days 00:00:34.781000,0 days 00:00:30.195000,0 days 00:00:30.285000,0 days 02:00:45.407000,0 days 02:01:15.602000,0 days 02:01:45.887000,,303,291,301,TRUE,MEDIUM,16,TRUE,McLaren,0 days 02:00:10.653000,01:10.7,1,16,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:03:21.072000,NOR,4,0 days 00:01:35.158000,36,3,,,0 days 00:00:34.918000,0 days 00:00:30.061000,0 days 00:00:30.179000,0 days 02:02:20.805000,0 days 02:02:50.866000,0 days 02:03:21.045000,,302,292,300,TRUE,MEDIUM,17,TRUE,McLaren,0 days 02:01:45.914000,02:46.0,1,16,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:04:56.077000,NOR,4,0 days 00:01:35.005000,37,3,,,0 days 00:00:34.753000,0 days 00:00:30.103000,0 days 00:00:30.149000,0 days 02:03:55.798000,0 days 02:04:25.901000,0 days 02:04:56.050000,287,305,293,300,TRUE,MEDIUM,18,TRUE,McLaren,0 days 02:03:21.072000,04:21.2,1,16,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:06:30.735000,NOR,4,0 days 00:01:34.658000,38,3,,,0 days 00:00:34.856000,0 days 00:00:29.888000,0 days 00:00:29.914000,0 days 02:05:30.906000,0 days 02:06:00.794000,0 days 02:06:30.708000,288,323,306,322,TRUE,MEDIUM,19,TRUE,McLaren,0 days 02:04:56.077000,05:56.2,1,16,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:19:12.643000,NOR,4,0 days 00:01:34.532000,46,3,,,0 days 00:00:34.728000,0 days 00:00:29.781000,0 days 00:00:30.023000,0 days 02:18:12.812000,0 days 02:18:42.593000,0 days 02:19:12.616000,,314,302,311,TRUE,MEDIUM,27,TRUE,McLaren,0 days 02:17:38.111000,18:38.2,1,16,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:23:56.961000,NOR,4,0 days 00:01:34.122000,49,3,,,0 days 00:00:34.580000,0 days 00:00:29.678000,0 days 00:00:29.864000,0 days 02:22:57.392000,0 days 02:23:27.070000,0 days 02:23:56.934000,,322,304,317,TRUE,MEDIUM,30,TRUE,McLaren,0 days 02:22:22.839000,23:22.9,1,17,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:06:09.155000,HAM,44,0 days 00:01:37.188000,2,1,,,0 days 00:00:36.475000,0 days 00:00:30.265000,0 days 00:00:30.448000,0 days 01:05:08.409000,0 days 01:05:38.674000,0 days 01:06:09.122000,,298,291,310,TRUE,HARD,2,TRUE,Mercedes,0 days 01:04:31.967000,05:32.1,1,7,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:07:45.783000,HAM,44,0 days 00:01:36.628000,3,1,,,0 days 00:00:36.103000,0 days 00:00:30.205000,0 days 00:00:30.320000,0 days 01:06:45.225000,0 days 01:07:15.430000,0 days 01:07:45.750000,282,305,292,306,TRUE,HARD,3,TRUE,Mercedes,0 days 01:06:09.155000,07:09.2,1,7,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:09:22.046000,HAM,44,0 days 00:01:36.263000,4,1,,,0 days 00:00:35.850000,0 days 00:00:30.138000,0 days 00:00:30.275000,0 days 01:08:21.600000,0 days 01:08:51.738000,0 days 01:09:22.013000,283,303,291,306,TRUE,HARD,4,TRUE,Mercedes,0 days 01:07:45.783000,08:45.9,1,7,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:10:57.913000,HAM,44,0 days 00:01:35.867000,5,1,,,0 days 00:00:35.612000,0 days 00:00:30.020000,0 days 00:00:30.235000,0 days 01:09:57.625000,0 days 01:10:27.645000,0 days 01:10:57.880000,284,307,291,306,TRUE,HARD,5,TRUE,Mercedes,0 days 01:09:22.046000,10:22.1,1,7,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:23:47.354000,HAM,44,0 days 00:01:35.822000,13,1,,,0 days 00:00:35.518000,0 days 00:00:30.056000,0 days 00:00:30.248000,0 days 01:22:47.017000,0 days 01:23:17.073000,0 days 01:23:47.321000,283,303,294,305,TRUE,HARD,13,TRUE,Mercedes,0 days 01:22:11.532000,23:11.6,1,9,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:25:23.062000,HAM,44,0 days 00:01:35.708000,14,1,,,0 days 00:00:35.503000,0 days 00:00:30.038000,0 days 00:00:30.167000,0 days 01:24:22.824000,0 days 01:24:52.862000,0 days 01:25:23.029000,285,303,293,304,TRUE,HARD,14,TRUE,Mercedes,0 days 01:23:47.354000,24:47.4,1,8,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:26:58.755000,HAM,44,0 days 00:01:35.693000,15,1,,,0 days 00:00:35.337000,0 days 00:00:30.139000,0 days 00:00:30.217000,0 days 01:25:58.366000,0 days 01:26:28.505000,0 days 01:26:58.722000,284,302,293,303,TRUE,HARD,15,TRUE,Mercedes,0 days 01:25:23.062000,26:23.1,1,8,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:28:33.983000,HAM,44,0 days 00:01:35.228000,16,1,,,0 days 00:00:35.358000,0 days 00:00:29.906000,0 days 00:00:29.964000,0 days 01:27:34.080000,0 days 01:28:03.986000,0 days 01:28:33.950000,283,303,302,323,TRUE,HARD,16,TRUE,Mercedes,0 days 01:26:58.755000,27:58.8,1,6,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:30:09.030000,HAM,44,0 days 00:01:35.047000,17,1,,,0 days 00:00:34.931000,0 days 00:00:29.960000,0 days 00:00:30.156000,0 days 01:29:08.881000,0 days 01:29:38.841000,0 days 01:30:08.997000,,299,291,302,TRUE,HARD,17,TRUE,Mercedes,0 days 01:28:33.983000,29:34.1,12,5,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:42:28.020000,HAM,44,0 days 00:01:34.715000,23,2,,,0 days 00:00:35.111000,0 days 00:00:29.694000,0 days 00:00:29.910000,0 days 01:41:28.383000,0 days 01:41:58.077000,0 days 01:42:27.987000,286,307,295,309,TRUE,MEDIUM,5,TRUE,Mercedes,0 days 01:40:53.305000,41:53.4,1,5,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:44:02.355000,HAM,44,0 days 00:01:34.335000,24,2,,,0 days 00:00:35.024000,0 days 00:00:29.629000,0 days 00:00:29.682000,0 days 01:43:03.011000,0 days 01:43:32.640000,0 days 01:44:02.322000,287,317,307,326,TRUE,MEDIUM,6,TRUE,Mercedes,0 days 01:42:28.020000,43:28.1,1,5,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:47:11.087000,HAM,44,0 days 00:01:33.998000,26,2,,,0 days 00:00:34.941000,0 days 00:00:29.463000,0 days 00:00:29.594000,0 days 01:46:11.997000,0 days 01:46:41.460000,0 days 01:47:11.054000,,320,305,325,TRUE,MEDIUM,8,TRUE,Mercedes,0 days 01:45:37.089000,46:37.2,1,5,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:48:45.072000,HAM,44,0 days 00:01:33.985000,27,2,,,0 days 00:00:35.029000,0 days 00:00:29.402000,0 days 00:00:29.554000,0 days 01:47:46.083000,0 days 01:48:15.485000,0 days 01:48:45.039000,289,320,305,324,TRUE,MEDIUM,9,TRUE,Mercedes,0 days 01:47:11.087000,48:11.2,1,5,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:55:01.785000,HAM,44,0 days 00:01:33.846000,31,2,,,0 days 00:00:34.637000,0 days 00:00:29.429000,0 days 00:00:29.780000,0 days 01:54:02.543000,0 days 01:54:31.972000,0 days 01:55:01.752000,286,306,295,304,TRUE,MEDIUM,13,TRUE,Mercedes,0 days 01:53:27.939000,54:28.0,1,5,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:02:50.871000,HAM,44,0 days 00:01:33.390000,36,2,,,0 days 00:00:34.353000,0 days 00:00:29.411000,0 days 00:00:29.626000,0 days 02:01:51.801000,0 days 02:02:21.212000,0 days 02:02:50.838000,288,305,294,303,TRUE,MEDIUM,18,TRUE,Mercedes,0 days 02:01:17.481000,02:17.6,1,5,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:07:31.532000,HAM,44,0 days 00:01:33.383000,39,2,,,0 days 00:00:34.304000,0 days 00:00:29.429000,0 days 00:00:29.650000,0 days 02:06:32.420000,0 days 02:07:01.849000,0 days 02:07:31.499000,286,305,293,304,TRUE,MEDIUM,21,TRUE,Mercedes,0 days 02:05:58.149000,06:58.2,1,5,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:10:38.259000,HAM,44,0 days 00:01:33.220000,41,2,,,0 days 00:00:34.246000,0 days 00:00:29.304000,0 days 00:00:29.670000,0 days 02:09:39.252000,0 days 02:10:08.556000,0 days 02:10:38.226000,287,307,295,305,TRUE,MEDIUM,23,TRUE,Mercedes,0 days 02:09:05.039000,10:05.1,1,5,FALSE,,FALSE,TRUE,Saudi Arabia,2023
