Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Track,Year
0 days 02:12:11.682000,SAI,55,0 days 00:01:22.888000,49,3,,,0 days 00:00:29.962000,0 days 00:00:29.572000,0 days 00:00:23.354000,0 days 02:11:18.756000,0 days 02:11:48.328000,0 days 02:12:11.682000,,241,248,291,TRUE,HARD,8,FALSE,Ferrari,0 days 02:10:48.794000,11:50.8,1,7,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:13:34.459000,SAI,55,0 days 00:01:22.777000,50,3,,,0 days 00:00:29.851000,0 days 00:00:29.550000,0 days 00:00:23.376000,0 days 02:12:41.533000,0 days 02:13:11.083000,0 days 02:13:34.459000,278,240,249,292,TRUE,HARD,9,FALSE,Ferrari,0 days 02:12:11.682000,13:13.7,1,7,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:14:57.177000,SAI,55,0 days 00:01:22.718000,51,3,,,0 days 00:00:29.909000,0 days 00:00:29.378000,0 days 00:00:23.431000,0 days 02:14:04.368000,0 days 02:14:33.746000,0 days 02:14:57.177000,,241,247,293,TRUE,HARD,10,FALSE,Ferrari,0 days 02:13:34.459000,14:36.5,1,7,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:16:19.838000,SAI,55,0 days 00:01:22.661000,52,3,,,0 days 00:00:29.937000,0 days 00:00:29.453000,0 days 00:00:23.271000,0 days 02:15:27.114000,0 days 02:15:56.567000,0 days 02:16:19.838000,,241,249,292,TRUE,HARD,11,FALSE,Ferrari,0 days 02:14:57.177000,15:59.2,1,7,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:19:05.229000,SAI,55,0 days 00:01:22.584000,54,3,,,0 days 00:00:29.763000,0 days 00:00:29.430000,0 days 00:00:23.391000,0 days 02:18:12.408000,0 days 02:18:41.838000,0 days 02:19:05.229000,280,243,248,,TRUE,HARD,13,FALSE,Ferrari,0 days 02:17:42.645000,18:44.7,1,7,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:05:03.821000,ALO,14,0 days 00:01:26.881000,2,1,,,0 days 00:00:31.068000,0 days 00:00:31.636000,0 days 00:00:24.177000,0 days 01:04:08.008000,0 days 01:04:39.644000,0 days 01:05:03.821000,272,231,245,291,TRUE,MEDIUM,5,FALSE,Aston Martin,0 days 01:03:36.940000,04:39.0,1,7,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:06:29.733000,ALO,14,0 days 00:01:25.912000,3,1,,,0 days 00:00:30.793000,0 days 00:00:31.379000,0 days 00:00:23.740000,0 days 01:05:34.614000,0 days 01:06:05.993000,0 days 01:06:29.733000,270,232,245,,TRUE,MEDIUM,6,FALSE,Aston Martin,0 days 01:05:03.821000,06:05.8,1,7,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:07:55.635000,ALO,14,0 days 00:01:25.902000,4,1,,,0 days 00:00:30.737000,0 days 00:00:31.321000,0 days 00:00:23.844000,0 days 01:07:00.470000,0 days 01:07:31.791000,0 days 01:07:55.635000,267,232,244,293,TRUE,MEDIUM,7,FALSE,Aston Martin,0 days 01:06:29.733000,07:31.8,1,7,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:10:47.088000,ALO,14,0 days 00:01:25.504000,6,1,,,0 days 00:00:30.461000,0 days 00:00:31.185000,0 days 00:00:23.858000,0 days 01:09:52.045000,0 days 01:10:23.230000,0 days 01:10:47.088000,281,231,244,288,TRUE,MEDIUM,9,FALSE,Aston Martin,0 days 01:09:21.584000,10:23.6,1,7,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:16:31.574000,ALO,14,0 days 00:01:25.503000,10,1,,,0 days 00:00:30.524000,0 days 00:00:31.033000,0 days 00:00:23.946000,0 days 01:15:36.595000,0 days 01:16:07.628000,0 days 01:16:31.574000,,234,244,,TRUE,MEDIUM,13,FALSE,Aston Martin,0 days 01:15:06.071000,16:08.1,1,8,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:17:56.738000,ALO,14,0 days 00:01:25.164000,11,1,,,0 days 00:00:30.508000,0 days 00:00:30.702000,0 days 00:00:23.954000,0 days 01:17:02.082000,0 days 01:17:32.784000,0 days 01:17:56.738000,279,234,243,288,TRUE,MEDIUM,14,FALSE,Aston Martin,0 days 01:16:31.574000,17:33.6,1,8,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:27:53.746000,ALO,14,0 days 00:01:25.137000,18,1,,,0 days 00:00:30.525000,0 days 00:00:30.661000,0 days 00:00:23.951000,0 days 01:26:59.134000,0 days 01:27:29.795000,0 days 01:27:53.746000,,235,242,287,TRUE,MEDIUM,21,FALSE,Aston Martin,0 days 01:26:28.609000,27:30.6,1,4,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:29:18.824000,ALO,14,0 days 00:01:25.078000,19,1,,,0 days 00:00:30.383000,0 days 00:00:30.593000,0 days 00:00:24.102000,0 days 01:28:24.129000,0 days 01:28:54.722000,0 days 01:29:18.824000,280,234,242,,TRUE,MEDIUM,22,FALSE,Aston Martin,0 days 01:27:53.746000,28:55.8,1,3,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:38:12.230000,ALO,14,0 days 00:01:24.758000,25,2,,,0 days 00:00:30.447000,0 days 00:00:30.628000,0 days 00:00:23.683000,0 days 01:37:17.919000,0 days 01:37:48.547000,0 days 01:38:12.230000,281,233,245,290,TRUE,HARD,9,FALSE,Aston Martin,0 days 01:36:47.472000,37:49.5,1,10,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:39:36.827000,ALO,14,0 days 00:01:24.597000,26,2,,,0 days 00:00:30.323000,0 days 00:00:30.481000,0 days 00:00:23.793000,0 days 01:38:42.553000,0 days 01:39:13.034000,0 days 01:39:36.827000,282,232,244,,TRUE,HARD,10,FALSE,Aston Martin,0 days 01:38:12.230000,39:14.3,1,10,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:43:51.144000,ALO,14,0 days 00:01:24.581000,29,2,,,0 days 00:00:30.225000,0 days 00:00:30.413000,0 days 00:00:23.943000,0 days 01:42:56.788000,0 days 01:43:27.201000,0 days 01:43:51.144000,281,234,242,305,TRUE,HARD,13,FALSE,Aston Martin,0 days 01:42:26.563000,43:28.6,1,8,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:48:05.036000,ALO,14,0 days 00:01:24.415000,32,2,,,0 days 00:00:30.355000,0 days 00:00:30.327000,0 days 00:00:23.733000,0 days 01:47:10.976000,0 days 01:47:41.303000,0 days 01:48:05.036000,281,237,246,,TRUE,HARD,16,FALSE,Aston Martin,0 days 01:46:40.621000,47:42.6,1,8,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:49:29.385000,ALO,14,0 days 00:01:24.349000,33,2,,,0 days 00:00:30.307000,0 days 00:00:30.284000,0 days 00:00:23.758000,0 days 01:48:35.343000,0 days 01:49:05.627000,0 days 01:49:29.385000,282,239,246,,TRUE,HARD,17,FALSE,Aston Martin,0 days 01:48:05.036000,49:07.1,1,8,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:06:47.396000,ALO,14,0 days 00:01:23.384000,45,3,,,0 days 00:00:30.110000,0 days 00:00:29.780000,0 days 00:00:23.494000,0 days 02:05:54.122000,0 days 02:06:23.902000,0 days 02:06:47.396000,279,238,245,290,TRUE,HARD,2,TRUE,Aston Martin,0 days 02:05:24.012000,06:26.0,1,9,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:08:10.689000,ALO,14,0 days 00:01:23.293000,46,3,,,0 days 00:00:30.134000,0 days 00:00:29.815000,0 days 00:00:23.344000,0 days 02:07:17.530000,0 days 02:07:47.345000,0 days 02:08:10.689000,281,237,246,289,TRUE,HARD,3,TRUE,Aston Martin,0 days 02:06:47.396000,07:49.4,1,9,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:10:57.868000,ALO,14,0 days 00:01:23.069000,48,3,,,0 days 00:00:30.109000,0 days 00:00:29.598000,0 days 00:00:23.362000,0 days 02:10:04.908000,0 days 02:10:34.506000,0 days 02:10:57.868000,281,243,247,292,TRUE,HARD,5,TRUE,Aston Martin,0 days 02:09:34.799000,10:36.8,1,9,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:12:20.860000,ALO,14,0 days 00:01:22.992000,49,3,,,0 days 00:00:29.930000,0 days 00:00:29.607000,0 days 00:00:23.455000,0 days 02:11:27.798000,0 days 02:11:57.405000,0 days 02:12:20.860000,,241,247,291,TRUE,HARD,6,TRUE,Aston Martin,0 days 02:10:57.868000,11:59.9,1,9,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:13:43.823000,ALO,14,0 days 00:01:22.963000,50,3,,,0 days 00:00:29.980000,0 days 00:00:29.532000,0 days 00:00:23.451000,0 days 02:12:50.840000,0 days 02:13:20.372000,0 days 02:13:43.823000,283,241,247,292,TRUE,HARD,7,TRUE,Aston Martin,0 days 02:12:20.860000,13:22.9,1,9,FALSE,,FALSE,TRUE,Hungary,2023
0 days 02:15:06.568000,ALO,14,0 days 00:01:22.745000,51,3,,,0 days 00:00:30.027000,0 days 00:00:29.323000,0 days 00:00:23.395000,0 days 02:14:13.850000,0 days 02:14:43.173000,0 days 02:15:06.568000,280,244,245,,TRUE,HARD,8,TRUE,Aston Martin,0 days 02:13:43.823000,14:45.9,1,9,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:05:05.465000,STR,18,0 days 00:01:27.002000,2,1,,,0 days 00:00:30.858000,0 days 00:00:31.757000,0 days 00:00:24.387000,0 days 01:04:09.321000,0 days 01:04:41.078000,0 days 01:05:05.465000,264,233,243,291,TRUE,SOFT,2,TRUE,Aston Martin,0 days 01:03:38.463000,04:40.5,1,10,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:06:31.723000,STR,18,0 days 00:01:26.258000,3,1,,,0 days 00:00:30.566000,0 days 00:00:31.493000,0 days 00:00:24.199000,0 days 01:05:36.031000,0 days 01:06:07.524000,0 days 01:06:31.723000,272,231,248,292,TRUE,SOFT,3,TRUE,Aston Martin,0 days 01:05:05.465000,06:07.5,1,10,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:07:57.644000,STR,18,0 days 00:01:25.921000,4,1,,,0 days 00:00:30.152000,0 days 00:00:31.556000,0 days 00:00:24.213000,0 days 01:07:01.875000,0 days 01:07:33.431000,0 days 01:07:57.644000,271,232,249,307,TRUE,SOFT,4,TRUE,Aston Martin,0 days 01:06:31.723000,07:33.8,1,10,FALSE,,FALSE,TRUE,Hungary,2023
0 days 01:10:49.254000,STR,18,0 days 00:01:25.688000,6,1,,,0 days 00:00:30.171000,0 days 00:00:31.277000,0 days 00:00:24.240000,0 days 01:09:53.737000,0 days 01:10:25.014000,0 days 01:10:49.254000,281,230,249,303,TRUE,SOFT,6,TRUE,Aston Martin,0 days 01:09:23.566000,10:25.6,1,10,FALSE,,FALSE,TRUE,Hungary,2023
